sample_idx,os_mm,ro_mm,os_pm,ro_pm
380,0.135420,0.012539,0.731984,0.686557
381,0.145196,0.015439,0.726279,0.667773
382,0.147944,0.012878,0.715016,0.681551
383,0.140735,0.013072,0.711776,0.668534
384,0.160698,0.014906,0.720647,0.685424
385,0.149520,0.012584,0.713123,0.668952
386,0.156425,0.014540,0.715766,0.680076
387,0.205144,0.026043,0.708871,0.678791
388,0.162034,0.011542,0.713778,0.660476
389,0.119398,0.017792,0.708502,0.675457
390,0.176007,0.020208,0.714548,0.671595
391,0.147768,0.022388,0.701765,0.672367
392,0.668678,0.011118,0.092488,1.157203
393,0.718338,0.014876,0.088330,1.519414
394,0.100100,0.032279,0.790129,0.672102
395,0.104277,0.035184,0.784282,0.545816
396,0.329458,0.012466,0.780246,0.696763
397,0.323097,0.006709,0.731662,0.617167
398,0.349564,0.012317,0.773267,0.482519
399,0.368429,0.014188,0.726034,0.689694
400,0.351581,0.012041,0.727426,0.650714
401,0.438486,0.011930,0.704397,0.654886
402,0.423573,0.010485,0.686355,0.634197
403,0.413386,0.014715,0.685258,0.634721
404,0.406303,0.013093,0.674077,0.624861
405,0.584759,0.012261,0.665283,0.613122
406,0.567133,0.009207,0.627788,0.577732
407,0.495558,0.012927,0.663317,0.634872
408,0.734969,0.014583,0.678922,0.624236
409,0.733282,0.017067,0.665556,0.606128
410,0.481864,0.009990,0.668250,0.600142
411,0.564849,0.010617,0.702755,0.619067
412,0.542640,0.006778,0.671717,0.584277
413,0.782465,0.013551,0.669797,0.597599
414,0.648547,0.006828,0.073649,0.993958
415,0.575338,0.004800,0.079306,1.224882
416,0.412853,0.029853,0.077231,1.087621
417,0.546699,0.029020,0.078131,0.982216
418,0.423517,0.017628,0.794246,0.359216
419,0.561345,0.022260,0.775150,0.410802
420,0.690459,0.023924,0.770531,0.272906
421,0.233161,0.016280,0.811975,0.539679
422,0.382332,0.018794,0.729832,0.602749
423,0.312404,0.007816,0.730833,0.642242
424,0.339839,0.006336,0.747382,0.516503
425,0.372041,0.004160,0.740298,0.509863
426,0.174230,0.009441,0.751571,0.673746
427,0.310279,0.021254,0.762288,0.617271
428,0.344852,0.028247,0.764925,0.442903
429,0.385516,0.017219,0.724251,0.618392
430,0.310596,0.006933,0.698757,0.574932
431,0.331103,0.011256,0.752818,0.631873
432,0.268952,0.006650,0.740200,0.692339
433,0.186230,0.017143,0.681904,0.525715
434,0.548841,0.008625,0.667949,0.472523
435,0.345677,0.024096,0.758911,0.569803
436,0.399436,0.014557,0.767352,0.434593
437,0.271453,0.014641,0.767670,0.662853
438,0.419123,0.003019,0.745413,0.378042
439,0.337488,0.019913,0.756223,0.544963
440,0.376496,0.010675,0.784382,0.429744
441,0.345870,0.010904,0.780427,0.334476
442,0.329214,0.025498,0.769394,0.433955
443,0.456176,0.019029,0.738023,0.681241
444,nan,nan,0.813877,0.626978
445,nan,nan,0.819751,0.647381
446,nan,nan,0.740804,0.698970
447,0.170709,0.030898,0.702691,0.644510
448,0.159324,0.005298,0.697846,0.529907
449,0.250737,0.002266,0.699112,0.598077
450,nan,nan,0.732470,0.693823
