time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16
5.509181976318359375e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
6.010016918182373047e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
6.510851383209228516e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
7.011686325073242188e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
7.512520790100097656e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
8.013355255126953125e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
8.514190673828125000e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
9.015025138854980469e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00
9.515859603881835938e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,9.279283523559570312e+00,7.437188029289245605e-01,8.453347682952880859e-01,1.545125603675842285e+00,7.694141387939453125e+00,7.520201206207275391e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.857352256774902344e+00,7.999376773834228516e+00,2.262089252471923828e+00,2.551032066345214844e+00
1.001669406890869141e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.393705368041992188e+00,1.416197299957275391e+00,1.795684218406677246e+00,9.828267097473144531e-01,3.390827417373657227e+00,5.657646656036376953e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.656729221343994141e+00,7.835721969604492188e+00,6.127371311187744141e+00,4.504108905792236328e+00
1.051752948760986328e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,6.936142921447753906e+00,1.347531318664550781e+00,2.226412773132324219e+00,9.147523045539855957e-01,2.319818973541259766e+00,3.601670026779174805e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.571963787078857422e+00,7.623966693878173828e+00,7.117224216461181641e+00,6.294966220855712891e+00
1.101836395263671875e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,6.379951477050781250e+00,1.310158610343933105e+00,2.459930419921875000e+00,9.285472035408020020e-01,2.827184915542602539e+00,3.556498289108276367e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.897811412811279297e+00,7.502623558044433594e+00,6.882586479187011719e+00,6.322885513305664062e+00
1.151919841766357422e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.443608760833740234e+00,1.294318437576293945e+00,2.587503671646118164e+00,9.388877749443054199e-01,3.218786716461181641e+00,3.920607089996337891e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.220101833343505859e+00,7.437088966369628906e+00,6.543070316314697266e+00,6.030932903289794922e+00
1.202003383636474609e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.381113529205322266e+00,1.289073228836059570e+00,2.660447597503662109e+00,9.437158107757568359e-01,3.564749002456665039e+00,4.184942722320556641e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.257527351379394531e+00,7.393365859985351562e+00,6.249637603759765625e+00,5.788450717926025391e+00
1.252086830139160156e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.381626605987548828e+00,1.287167310714721680e+00,2.707083702087402344e+00,9.461066126823425293e-01,3.881696462631225586e+00,4.381929874420166016e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.296269416809082031e+00,7.365510940551757812e+00,6.007840633392333984e+00,5.601235389709472656e+00
1.302170276641845703e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.327556133270263672e+00,1.286511063575744629e+00,2.741745471954345703e+00,9.474236965179443359e-01,4.165627002716064453e+00,4.536541461944580078e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.249834537506103516e+00,7.353423118591308594e+00,5.792206764221191406e+00,5.463041782379150391e+00
1.352253723144531250e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.261869430541992188e+00,1.286483526229858398e+00,2.768193960189819336e+00,9.482644796371459961e-01,4.414439201354980469e+00,4.662407398223876953e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.181590080261230469e+00,7.347519397735595703e+00,5.592188835144042969e+00,5.362202644348144531e+00
1.402337265014648438e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.208502769470214844e+00,1.288871884346008301e+00,2.788156270980834961e+00,9.491394162178039551e-01,4.633132457733154297e+00,4.765754222869873047e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.124936103820800781e+00,7.342227935791015625e+00,5.410292625427246094e+00,5.286626815795898438e+00
1.452420711517333984e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.155094623565673828e+00,1.320363640785217285e+00,2.803852558135986328e+00,9.520944952964782715e-01,4.826752185821533203e+00,4.851018428802490234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.092365741729736328e+00,7.335913181304931641e+00,5.247446537017822266e+00,5.228014469146728516e+00
1.502504158020019531e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.976346015930175781e+00,1.512101769447326660e+00,2.818609714508056641e+00,9.610991477966308594e-01,4.998676776885986328e+00,4.921983242034912109e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.183199882507324219e+00,7.327319622039794922e+00,5.101921558380126953e+00,5.181170463562011719e+00
1.552587604522705078e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.591547966003417969e+00,2.067617416381835938e+00,2.833749532699584961e+00,9.765763282775878906e-01,5.150614738464355469e+00,4.981206417083740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.422754287719726562e+00,7.316031455993652344e+00,4.972071647644042969e+00,5.143037319183349609e+00
1.602671051025390625e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.510919570922851562e+00,3.064704656600952148e+00,2.848614931106567383e+00,9.955009818077087402e-01,5.283812522888183594e+00,5.030529975891113281e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.415847778320312500e+00,7.302707672119140625e+00,4.856650352478027344e+00,5.111715793609619141e+00
1.652754592895507812e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.857523918151855469e+00,4.155814647674560547e+00,2.858772754669189453e+00,1.006454348564147949e+00,5.399090766906738281e+00,5.071125030517578125e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.137721061706542969e+00,7.290246009826660156e+00,4.755228042602539062e+00,5.086245536804199219e+00
1.702838134765625000e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.169056892395019531e+00,4.843194961547851562e+00,2.861207962036132812e+00,1.005522489547729492e+00,5.498423099517822266e+00,5.104518413543701172e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.901562690734863281e+00,7.280321121215820312e+00,4.666389942169189453e+00,5.065462589263916016e+00
1.752921485900878906e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,9.265125274658203125e+00,1.623550504446029663e-01,2.957108259201049805e+00,8.413627624511718750e+00,2.954438686370849609e+00,1.431535840034484863e+00,5.664670944213867188e+00,5.155350685119628906e+00,5.000005245208740234e+00,2.832137346267700195e-01,6.162599086761474609e+00,6.618138790130615234e+00,4.599156379699707031e+00,5.037995338439941406e+00
1.803005027770996094e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.590177536010742188e+00,1.781842947006225586e+00,2.944228649139404297e+00,1.089152097702026367e+00,2.502954483032226562e+00,9.820371866226196289e-01,5.695698738098144531e+00,5.179819583892822266e+00,5.000005245208740234e+00,5.342617034912109375e+00,6.881600856781005859e+00,7.001940250396728516e+00,4.554072856903076172e+00,5.059147834777832031e+00
1.853088569641113281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,3.992869138717651367e+00,1.689593553543090820e+00,3.894865274429321289e+00,1.197515010833740234e+00,2.257970571517944336e+00,9.806482195854187012e-01,5.760867118835449219e+00,5.211204051971435547e+00,5.000005245208740234e+00,6.638688564300537109e+00,6.057991981506347656e+00,7.423305034637451172e+00,4.524833202362060547e+00,5.055001258850097656e+00
1.903171920776367188e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.942523479461669922e+00,1.579165220260620117e+00,4.405925273895263672e+00,1.249791026115417480e+00,2.225229501724243164e+00,9.505147933959960938e-01,5.766191959381103516e+00,5.228332519531250000e+00,5.000005245208740234e+00,7.227892875671386719e+00,5.699616432189941406e+00,7.540686607360839844e+00,4.538920402526855469e+00,5.051300525665283203e+00
1.953255462646484375e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.608366727828979492e+00,1.513909816741943359e+00,4.722169399261474609e+00,1.271127343177795410e+00,2.300168752670288086e+00,9.407656192779541016e-01,5.719793319702148438e+00,5.225455284118652344e+00,5.000005245208740234e+00,7.421215057373046875e+00,5.657091140747070312e+00,7.530888557434082031e+00,4.588437557220458984e+00,5.050765514373779297e+00
2.003338813781738281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.501087903976440430e+00,1.488210201263427734e+00,4.978467941284179688e+00,1.280101060867309570e+00,2.392220020294189453e+00,9.404311776161193848e-01,5.649455547332763672e+00,5.210525512695312500e+00,5.000005245208740234e+00,7.470273494720458984e+00,5.803273200988769531e+00,7.497280597686767578e+00,4.648363113403320312e+00,5.057214736938476562e+00
2.053422355651855469e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.463201045989990234e+00,1.479624271392822266e+00,4.896370887756347656e+00,1.283924698829650879e+00,2.471670627593994141e+00,9.422824978828430176e-01,5.581519603729248047e+00,5.189129829406738281e+00,5.000005245208740234e+00,7.468256473541259766e+00,5.612810134887695312e+00,7.462069988250732422e+00,4.698146343231201172e+00,5.065136909484863281e+00
2.103505897521972656e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.442905902862548828e+00,1.476924061775207520e+00,4.855001449584960938e+00,1.285375237464904785e+00,2.532626152038574219e+00,9.441872239112854004e-01,5.530938625335693359e+00,5.167598247528076172e+00,5.000005245208740234e+00,7.437069416046142578e+00,5.529929161071777344e+00,7.426098346710205078e+00,4.728569984436035156e+00,5.070699214935302734e+00
2.153589248657226562e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.433499336242675781e+00,1.476146936416625977e+00,4.878756046295166016e+00,1.285930275917053223e+00,2.576766014099121094e+00,9.457088708877563477e-01,5.503471851348876953e+00,5.151871204376220703e+00,5.000005245208740234e+00,7.416277885437011719e+00,5.553252220153808594e+00,7.387915134429931641e+00,4.739788532257080078e+00,5.074055671691894531e+00
2.203672790527343750e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.424291610717773438e+00,1.476158857345581055e+00,4.913202285766601562e+00,1.286232709884643555e+00,2.610762596130371094e+00,9.468905329704284668e-01,5.496286869049072266e+00,5.142426013946533203e+00,5.000005245208740234e+00,7.387809276580810547e+00,5.597589015960693359e+00,7.357358455657958984e+00,4.733520507812500000e+00,5.073967456817626953e+00
2.253756332397460938e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.412613391876220703e+00,1.477170825004577637e+00,4.933657646179199219e+00,1.286711335182189941e+00,2.639496326446533203e+00,9.479239583015441895e-01,5.505748748779296875e+00,5.139282226562500000e+00,5.000005245208740234e+00,7.348725795745849609e+00,5.625371932983398438e+00,7.339277744293212891e+00,4.714028835296630859e+00,5.071192741394042969e+00
2.303839683532714844e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.399791240692138672e+00,1.481767058372497559e+00,4.934608459472656250e+00,1.288312911987304688e+00,2.663800954818725586e+00,9.492350816726684570e-01,5.527967929840087891e+00,5.141443252563476562e+00,5.000005245208740234e+00,7.308030605316162109e+00,5.626955509185791016e+00,7.328099727630615234e+00,4.685491085052490234e+00,5.066524982452392578e+00
2.353923225402832031e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.392431259155273438e+00,1.499383807182312012e+00,4.921930789947509766e+00,1.293734788894653320e+00,2.684625625610351562e+00,9.516733288764953613e-01,5.558877468109130859e+00,5.147322654724121094e+00,5.000005245208740234e+00,7.299227714538574219e+00,5.607423782348632812e+00,7.320456981658935547e+00,4.650820255279541016e+00,5.060325145721435547e+00
2.404006767272949219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.393327236175537109e+00,1.551578998565673828e+00,4.900715351104736328e+00,1.307960629463195801e+00,2.703053712844848633e+00,9.561889767646789551e-01,5.595174312591552734e+00,5.155663013458251953e+00,5.000005245208740234e+00,7.358160018920898438e+00,5.568777084350585938e+00,7.314391136169433594e+00,4.612286567687988281e+00,5.053075313568115234e+00
2.454090118408203125e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.340755701065063477e+00,1.671011209487915039e+00,4.882087230682373047e+00,1.336401224136352539e+00,2.720249176025390625e+00,9.631751775741577148e-01,5.634323596954345703e+00,5.165485382080078125e+00,5.000005245208740234e+00,7.307655334472656250e+00,5.519974708557128906e+00,7.309422016143798828e+00,4.571686267852783203e+00,5.045243263244628906e+00
2.504173660278320312e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.234034299850463867e+00,1.895702004432678223e+00,4.872067928314208984e+00,1.380735993385314941e+00,2.736503124237060547e+00,9.718664884567260742e-01,5.674438476562500000e+00,5.176021575927734375e+00,5.000005245208740234e+00,7.196325302124023438e+00,5.465617179870605469e+00,7.304560184478759766e+00,4.530486106872558594e+00,5.037227153778076172e+00
2.554257011413574219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.087460041046142578e+00,2.247806549072265625e+00,4.869012355804443359e+00,1.433974862098693848e+00,2.751274108886718750e+00,9.802218675613403320e-01,5.714123725891113281e+00,5.186682224273681641e+00,5.000005245208740234e+00,7.103843212127685547e+00,5.408778190612792969e+00,7.299449443817138672e+00,4.489848136901855469e+00,5.029350280761718750e+00
2.604340553283691406e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.923902869224548340e+00,2.693963527679443359e+00,4.866821289062500000e+00,1.484315633773803711e+00,2.763699293136596680e+00,9.864923954010009766e-01,5.752439022064208984e+00,5.197070121765136719e+00,5.000005245208740234e+00,7.029011726379394531e+00,5.355404853820800781e+00,7.294347286224365234e+00,4.450578689575195312e+00,5.021825790405273438e+00
2.654424095153808594e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.782275080680847168e+00,3.147110700607299805e+00,4.860829830169677734e+00,1.526680707931518555e+00,2.773515701293945312e+00,9.906489253044128418e-01,5.788871288299560547e+00,5.206979274749755859e+00,5.000005245208740234e+00,6.960034847259521484e+00,5.309547901153564453e+00,7.289286136627197266e+00,4.413113594055175781e+00,5.014740467071533203e+00
2.704507446289062500e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.686269998550415039e+00,3.531077384948730469e+00,4.850829601287841797e+00,1.567882299423217773e+00,2.781290531158447266e+00,9.942231178283691406e-01,5.823179244995117188e+00,5.216330051422119141e+00,5.000005245208740234e+00,6.889710426330566406e+00,5.271423816680908203e+00,7.283816814422607422e+00,4.377640247344970703e+00,5.008099555969238281e+00
2.754590988159179688e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.644163846969604492e+00,3.820293664932250977e+00,4.837171554565429688e+00,1.625792145729064941e+00,2.788038969039916992e+00,9.994835853576660156e-01,5.855284214019775391e+00,5.225104808807373047e+00,5.000005245208740234e+00,6.814856529235839844e+00,5.241219043731689453e+00,7.277199268341064453e+00,4.344213008880615234e+00,5.001882076263427734e+00
2.804674530029296875e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.661715626716613770e+00,4.026208877563476562e+00,4.812316894531250000e+00,1.729602932929992676e+00,2.794878959655761719e+00,1.008668303489685059e+00,5.885188579559326172e+00,5.233307838439941406e+00,5.000005245208740234e+00,6.731445789337158203e+00,5.225692272186279297e+00,7.268607616424560547e+00,4.312834739685058594e+00,4.996059894561767578e+00
2.854757881164550781e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.751044511795043945e+00,4.175859928131103516e+00,4.759902000427246094e+00,1.916192770004272461e+00,2.802669525146484375e+00,1.023066282272338867e+00,5.912910461425781250e+00,5.240939617156982422e+00,5.000005245208740234e+00,6.632104396820068359e+00,5.237012863159179688e+00,7.257391929626464844e+00,4.283515930175781250e+00,4.990624427795410156e+00
2.904841423034667969e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.935258388519287109e+00,4.300938129425048828e+00,4.680390834808349609e+00,2.215044021606445312e+00,2.811630010604858398e+00,1.042364597320556641e+00,5.938472747802734375e+00,5.247990131378173828e+00,5.000005245208740234e+00,6.505484104156494141e+00,5.271142959594726562e+00,7.243309974670410156e+00,4.256278991699218750e+00,4.985588073730468750e+00
2.954924964904785156e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.241118907928466797e+00,4.427821159362792969e+00,4.611999511718750000e+00,2.626934051513671875e+00,2.821226596832275391e+00,1.064709305763244629e+00,5.961901187896728516e+00,5.254442214965820312e+00,5.000005245208740234e+00,6.340566158294677734e+00,5.297297954559326172e+00,7.226574420928955078e+00,4.231152057647705078e+00,4.980969905853271484e+00
3.005008316040039062e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.670280456542968750e+00,4.565549373626708984e+00,4.602334976196289062e+00,3.113025903701782227e+00,2.830329895019531250e+00,1.087263464927673340e+00,5.983238220214843750e+00,5.260290145874023438e+00,5.000005245208740234e+00,6.137003421783447266e+00,5.285507678985595703e+00,7.207726955413818359e+00,4.208147525787353516e+00,4.976786136627197266e+00
3.055091857910156250e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,3.165828704833984375e+00,4.701948165893554688e+00,4.669513225555419922e+00,3.611126184463500977e+00,2.837617158889770508e+00,1.107107758522033691e+00,6.002568244934082031e+00,5.265540599822998047e+00,5.000005245208740234e+00,5.913958549499511719e+00,5.229561805725097656e+00,7.187352180480957031e+00,4.187222957611083984e+00,4.973039627075195312e+00
3.105175209045410156e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,3.636120557785034180e+00,4.817677974700927734e+00,4.794948101043701172e+00,4.064239501953125000e+00,2.841938257217407227e+00,1.121933341026306152e+00,6.020009517669677734e+00,5.270225048065185547e+00,5.000005245208740234e+00,5.701604366302490234e+00,5.143795490264892578e+00,7.165816783905029297e+00,4.168282508850097656e+00,4.969711780548095703e+00
3.155258750915527344e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.021565914154052734e+00,4.903656959533691406e+00,4.939182758331298828e+00,4.436237335205078125e+00,2.842577934265136719e+00,1.130620718002319336e+00,6.035710811614990234e+00,5.274392604827880859e+00,5.000005245208740234e+00,5.521295547485351562e+00,5.051332473754882812e+00,7.143163681030273438e+00,4.151191234588623047e+00,4.966764450073242188e+00
3.205342102050781250e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.312122344970703125e+00,4.962251663208007812e+00,5.066667079925537109e+00,4.715703487396240234e+00,2.839411258697509766e+00,1.133490920066833496e+00,6.049835205078125000e+00,5.278100013732910156e+00,5.000005245208740234e+00,5.378951072692871094e+00,4.971651077270507812e+00,7.119038581848144531e+00,4.135778903961181641e+00,4.964155197143554688e+00
