sample_idx,os_mm,ro_mm,os_pm,ro_pm
155,0.022283,0.012138,0.008329,0.258303
156,0.036485,0.024415,0.012834,0.176992
157,0.038722,0.031228,0.015104,0.175894
158,0.040040,0.021455,0.009000,0.220255
159,0.011332,0.006539,0.005557,0.151550
160,0.024853,0.015333,0.009046,0.117319
161,0.023920,0.014357,0.009716,0.289466
162,0.022461,0.009862,0.008317,0.179307
163,0.016813,0.008156,0.008891,0.217584
164,0.016567,0.009150,0.006312,0.314439
165,0.013250,0.007952,0.006397,0.306029
166,0.013224,0.007155,0.006615,0.343094
167,0.036095,0.022342,0.008561,0.258732
168,0.033311,0.017974,0.033339,0.317532
169,0.029137,0.014974,0.017828,0.217309
170,0.029328,0.014746,0.016375,0.213966
171,0.036958,0.021998,0.015631,0.264631
172,0.035515,0.023932,0.015735,0.223084
173,0.035610,0.023397,0.015356,0.282632
174,0.032538,0.020539,0.014822,0.219774
175,0.028794,0.015449,0.018176,0.219693
176,0.032020,0.017727,0.018838,0.275439
177,0.035137,0.018510,0.022783,0.199724
178,0.033589,0.020470,0.022792,0.209758
179,0.041236,0.023711,0.022801,0.194986
180,0.032623,0.017389,0.018331,0.263814
181,0.035072,0.022596,0.021061,0.214744
182,0.038337,0.022317,0.019354,0.195416
183,0.031053,0.015972,0.039246,0.426957
184,0.042351,0.029663,0.029149,0.259597
185,0.032221,0.019273,0.043250,0.545518
186,0.038751,0.027679,0.038273,0.447534
187,0.039841,0.024943,0.039649,0.484751
188,0.049945,0.034103,0.028383,0.320906
189,0.035966,0.021297,0.030250,0.308787
190,0.041211,0.027257,0.026245,0.261163
191,0.034177,0.018507,0.016766,0.240746
192,0.029136,0.016017,0.009690,0.427906
193,0.029519,0.018857,0.008800,0.528598
194,0.027854,0.017373,0.010255,0.479619
195,0.030089,0.017901,0.009241,0.519365
196,0.027516,0.013534,0.008538,0.550305
197,0.029235,0.016511,0.008651,0.530359
198,0.034321,0.020074,0.009118,0.376081
199,0.018098,0.008920,0.005484,0.523737
200,0.018032,0.011199,0.006308,0.478969
201,0.018249,0.010948,0.006187,0.438563
202,0.023423,0.011649,0.004845,0.384596
203,0.016277,0.008554,0.005574,0.442416
204,0.017880,0.010507,0.005414,0.176278
205,0.017048,0.009389,0.005085,0.376153
206,0.017089,0.008555,0.002960,0.246871
207,0.015834,0.007713,0.003180,0.344818
208,0.026525,0.011861,0.003710,0.449583
209,0.024858,0.010271,0.003405,0.434649
210,0.024489,0.014819,0.005605,0.411009
211,0.026836,0.015747,0.004343,0.385689
212,0.028214,0.017517,0.005346,0.514232
213,0.025786,0.015326,0.005036,0.414225
214,0.012977,0.006915,0.014537,0.244645
215,0.028273,0.016651,0.007467,0.493052
216,0.009758,0.002980,0.041104,0.325181
217,0.015958,0.008970,0.059016,0.275398
218,0.016488,0.010318,0.049124,0.184354
219,0.016695,0.009729,0.071391,0.982787
220,0.017888,0.012173,0.062390,0.949856
221,0.021552,0.013693,0.012970,0.144377
222,0.024887,0.018203,0.010288,0.121927
223,0.013281,0.007656,0.007540,0.369417
224,0.015146,0.009816,0.007250,0.254156
225,0.015350,0.008014,nan,nan
226,0.006976,0.003118,0.003026,0.375452
227,0.028036,0.018409,0.047579,1.104407
228,0.011929,0.006963,0.008933,0.154525
229,0.011271,0.005963,0.012752,0.167393
230,0.020244,0.008342,0.005057,0.107042
231,0.026826,0.015777,0.005177,0.214782
232,0.006282,0.002693,0.004981,0.243096
233,0.009257,0.004634,0.010876,0.397127
234,0.009925,0.005166,0.005442,0.348068
235,0.010729,0.005756,0.016073,0.311470
236,0.009801,0.005897,0.012195,0.216882
237,0.013418,0.006075,0.039843,1.174898
238,0.014727,0.008077,0.074111,1.522593
239,0.010987,0.003512,0.040745,0.145866
240,0.007613,0.004577,0.040585,0.708509
241,0.023125,0.012574,0.014760,0.198876
242,0.021817,0.014494,0.015428,0.199467
243,0.009468,0.017718,0.015450,0.120551
244,0.009126,0.022229,0.022458,0.175126
245,0.008760,0.014279,0.015317,0.099833
246,0.008365,0.012524,0.044826,0.827742
247,0.011708,0.012785,0.042874,0.707951
248,0.009918,0.011002,0.042986,0.754786
249,0.008193,0.006316,0.038946,0.594402
250,0.008396,0.010620,0.039694,1.023057
251,0.013504,0.009828,0.045564,0.727618
252,0.028676,0.018521,0.046237,0.689381
253,0.029575,0.021865,0.040186,0.526445
254,0.021060,0.011543,0.006103,0.070237
255,0.021536,0.014340,0.009135,0.076256
256,0.008549,0.010811,0.045170,0.702889
257,0.008435,0.008207,0.048222,0.805121
258,0.008899,0.010115,0.043453,0.615478
259,0.014550,0.006837,0.003923,0.299657
260,0.012388,0.005949,0.003824,0.322823
261,0.011662,0.010662,0.041212,0.469996
262,0.014809,0.022358,0.046816,0.495575
263,0.007347,0.004263,0.040682,0.782112
264,0.007794,0.005086,0.022355,0.205569
265,0.033449,0.019897,0.004174,0.445012
266,0.031215,0.015487,0.004157,0.440816
267,0.009309,0.008377,0.018350,0.155206
268,0.009553,0.011708,0.021721,0.203266
269,0.006964,0.005519,0.040694,0.874024
270,0.007004,0.006180,0.042908,0.837217
271,0.008502,0.004544,0.040092,0.556162
272,0.009413,0.007232,0.040926,0.516367
273,0.011613,0.019967,0.038876,0.808533
274,0.015392,0.009469,0.003630,0.588100
275,0.008271,0.013192,0.038933,0.821958
276,0.007146,0.005082,0.041605,0.778034
277,0.008435,0.004567,0.039053,0.768905
278,0.038327,0.023449,0.005091,0.261482
279,0.029591,0.020519,0.007983,0.172674
280,0.015327,0.008060,0.004162,0.214393
281,0.009744,0.010765,0.034008,0.947142
282,0.007212,0.006386,0.040391,0.786134
283,0.024038,0.013123,0.003067,0.522423
284,0.025601,0.014690,0.003080,0.480106
285,0.028145,0.014431,0.013977,0.190849
286,0.022419,0.009480,0.020953,0.238234
287,0.006993,0.003353,0.018917,0.180895
288,0.012908,0.006253,0.052812,0.224860
289,0.006724,0.001836,0.041774,1.283771
290,0.021128,0.011051,0.022739,0.372940
291,0.028832,0.015240,0.019385,0.366748
292,0.020742,0.015156,0.037154,0.439128
293,0.024712,0.011134,0.022679,0.247143
294,0.017242,0.008815,0.013422,0.313097
295,0.029597,0.015046,0.040183,1.023417
296,0.032001,0.019713,0.006211,0.333026
297,0.021674,0.019682,0.003792,0.600511
298,0.018917,0.010538,0.075308,0.899471
299,0.028875,0.017351,0.006062,0.419236
300,0.028941,0.016801,0.028362,0.341810
301,0.007837,0.006676,0.042984,1.612437
302,0.032821,0.021672,0.008936,0.435694
303,0.028065,0.009991,0.009535,0.421017
304,0.030792,0.017427,0.035009,0.318666
305,0.027467,0.013823,0.024805,0.303864
306,0.029828,0.018066,0.058673,0.673998
307,0.009230,0.003208,0.009285,0.446252
308,0.021582,0.014643,0.043976,1.269542
309,0.007131,0.002759,0.016375,0.219767
310,0.038104,0.025080,0.053623,0.277284
311,0.026293,0.017522,0.007173,0.288796
312,0.015291,0.010188,0.007656,0.447742
313,0.021567,0.013306,0.005564,0.617645
314,0.012968,0.007297,0.054924,1.254095
315,0.035409,0.022533,0.004389,0.600202
316,0.021577,0.011352,0.006302,0.637236
317,0.026738,0.023470,0.006325,0.540754
318,0.008609,0.006514,0.024658,0.168701
319,0.017097,0.007975,0.019951,0.418593
320,0.014685,0.009986,0.008487,0.272285
321,0.062375,0.046573,0.008726,0.460373
322,0.006942,0.002404,0.004431,0.528290
323,0.018034,0.009479,0.058793,1.010597
324,0.008114,0.008731,0.053012,1.031582
325,0.017140,0.009799,0.010631,0.206718
326,0.038703,0.019683,0.007452,0.594391
327,0.052554,0.033705,0.007956,0.537955
328,0.020343,0.008907,0.010470,0.558410
329,0.006673,0.002489,0.059186,1.035320
330,0.051411,0.027118,0.049953,0.579382
331,0.009321,0.003616,0.056983,1.091703
332,0.006270,0.001580,0.004073,0.348207
333,0.059583,0.044264,0.014547,0.429613
334,0.006334,0.002395,0.014770,0.224228
335,0.025872,0.016464,0.003399,0.623828
