step,time,model,θ0,θ1,θ2,θ3,θ4,θ5,θ6
34,3.4615,GRU,1.999973,0.001642,0.845422,0.001802,0.344362,0.001911,0.315146
35,3.5619,GRU,1.999979,0.001529,0.846476,0.00169,0.34958,0.001798,0.312505
36,3.6622,GRU,1.999983,0.001435,0.847108,0.001593,0.354788,0.001699,0.309875
37,3.7625,GRU,1.999986,0.001358,0.847322,0.001509,0.359959,0.001611,0.307258
38,3.8629,GRU,1.999989,0.001293,0.847133,0.001436,0.365074,0.001533,0.304654
39,3.9632,GRU,1.999992,0.00124,0.846557,0.001373,0.370111,0.001465,0.302061
40,4.0635,GRU,1.999993,0.001197,0.845614,0.001319,0.375052,0.001404,0.299476
41,4.1639,GRU,1.999995,0.001161,0.844324,0.001272,0.379879,0.001352,0.296895
42,4.2642,GRU,1.999996,0.001131,0.842708,0.001231,0.384575,0.001305,0.294315
43,4.3645,GRU,1.999997,0.001107,0.840786,0.001197,0.389124,0.001265,0.291729
44,4.4649,GRU,1.999998,0.001087,0.838577,0.001167,0.393513,0.00123,0.289133
45,4.5652,GRU,1.999998,0.001071,0.8361,0.001142,0.397727,0.001199,0.286523
46,4.6656,GRU,1.999999,0.001057,0.833375,0.00112,0.401754,0.001172,0.283893
47,4.7659,GRU,1.999999,0.001047,0.830418,0.001101,0.405583,0.001148,0.281237
48,4.8662,GRU,1.999999,0.001038,0.827249,0.001086,0.409203,0.001128,0.278552
49,4.9666,GRU,1.999999,0.001031,0.823881,0.001072,0.412605,0.00111,0.275832
50,5.0669,GRU,2.0,0.001025,0.820333,0.001061,0.41578,0.001095,0.273073
51,5.1672,GRU,2.0,0.00102,0.816619,0.001051,0.418722,0.001082,0.270271
52,5.2676,GRU,2.0,0.001016,0.812753,0.001043,0.421424,0.00107,0.267424
53,5.3679,GRU,2.0,0.001013,0.80875,0.001036,0.42388,0.001061,0.264527
54,5.4682,GRU,2.0,0.00101,0.804622,0.00103,0.426085,0.001052,0.261578
55,5.5686,GRU,2.0,0.001008,0.800382,0.001025,0.428037,0.001045,0.258576
56,5.6689,GRU,2.0,0.001007,0.796043,0.001021,0.42973,0.001038,0.255518
57,5.7692,GRU,2.0,0.001005,0.791616,0.001018,0.431164,0.001033,0.252403
58,5.8696,GRU,2.0,0.001004,0.78711,0.001015,0.432337,0.001028,0.249232
59,5.9699,GRU,2.0,0.001003,0.782537,0.001012,0.433246,0.001024,0.246003
60,6.0702,GRU,2.0,0.001003,0.777906,0.00101,0.433891,0.001021,0.242718
61,6.1706,GRU,2.0,0.001002,0.773226,0.001008,0.434273,0.001018,0.239377
62,6.2709,GRU,2.0,0.001002,0.768505,0.001007,0.434391,0.001015,0.235981
63,6.3712,GRU,2.0,0.001001,0.763751,0.001006,0.434247,0.001013,0.232533
64,6.4716,GRU,2.0,0.001001,0.758973,0.001005,0.433842,0.001011,0.229033
65,6.5719,GRU,2.0,0.001001,0.754176,0.001004,0.433177,0.001009,0.225485
66,6.6722,GRU,2.0,0.001001,0.749368,0.001003,0.432255,0.001008,0.221891
67,6.7726,GRU,2.0,0.001001,0.744555,0.001003,0.431078,0.001007,0.218254
68,6.8729,GRU,2.0,0.001,0.739742,0.001002,0.429649,0.001006,0.214578
69,6.9732,GRU,2.0,0.001,0.734935,0.001002,0.42797,0.001005,0.210865
70,7.0736,GRU,2.0,0.001,0.73014,0.001002,0.426047,0.001004,0.207119
71,7.1739,GRU,2.0,0.001,0.725359,0.001001,0.423882,0.001004,0.203344
72,7.2742,GRU,2.0,0.001,0.720599,0.001001,0.421479,0.001003,0.199544
73,7.3746,GRU,2.0,0.001,0.715863,0.001001,0.418844,0.001003,0.195723
74,7.4749,GRU,2.0,0.001,0.711155,0.001001,0.41598,0.001002,0.191885
75,7.5753,GRU,2.0,0.001,0.706479,0.001001,0.412892,0.001002,0.188033
76,7.6756,GRU,2.0,0.001,0.701837,0.001,0.409586,0.001002,0.184174
77,7.7759,GRU,2.0,0.001,0.697234,0.001,0.406068,0.001001,0.180309
78,7.8763,GRU,2.0,0.001,0.692671,0.001,0.402343,0.001001,0.176444
79,7.9766,GRU,2.0,0.001,0.688152,0.001,0.398416,0.001001,0.172583
80,8.0769,GRU,2.0,0.001,0.676935,0.001,0.394722,0.001001,0.169461
81,8.1773,GRU,2.0,0.001,0.668779,0.001,0.390002,0.001001,0.164012
82,8.2776,GRU,2.0,0.001,0.66446,0.001,0.385116,0.001001,0.160308
83,8.3779,GRU,2.0,0.001,0.660251,0.001,0.380203,0.001,0.156597
84,8.4783,GRU,2.0,0.001,0.656155,0.001,0.375179,0.001,0.152866
85,8.5786,GRU,2.0,0.001,0.652146,0.001,0.370019,0.001,0.14914
86,8.6789,GRU,2.0,0.001,0.648205,0.001,0.364721,0.001,0.14543
87,8.7793,GRU,2.0,0.001,0.644318,0.001,0.359292,0.001,0.141748
88,8.8796,GRU,2.0,0.001,0.640482,0.001,0.353737,0.001,0.138097
89,8.9799,GRU,2.0,0.001,0.636692,0.001,0.348065,0.001,0.134484
90,9.0803,GRU,2.0,0.001,0.632948,0.001,0.342283,0.001,0.130912
91,9.1806,GRU,2.0,0.001,0.62925,0.001,0.336399,0.001,0.127385
92,9.2809,GRU,2.0,0.001,0.6256,0.001,0.330422,0.001,0.123905
93,9.3813,GRU,2.0,0.001,0.621998,0.001,0.32436,0.001,0.120476
94,9.4816,GRU,2.0,0.001,0.618446,0.001,0.318222,0.001,0.117098
95,9.5819,GRU,2.0,0.001,0.614946,0.001,0.312017,0.001,0.113776
96,9.6823,GRU,2.0,0.001,0.611499,0.001,0.305753,0.001,0.110509
97,9.7826,GRU,2.0,0.001,0.608105,0.001,0.29944,0.001,0.1073
98,9.8829,GRU,2.0,0.001,0.604767,0.001,0.293086,0.001,0.104151
99,9.9833,GRU,2.0,0.001,0.601485,0.001,0.286699,0.001,0.101062
100,10.0836,GRU,2.0,0.001,0.598259,0.001,0.280289,0.001,0.098035
101,10.1839,GRU,2.0,0.001,0.59509,0.001,0.273863,0.001,0.09507
102,10.2843,GRU,2.0,0.001,0.591979,0.001,0.26743,0.001,0.092169
103,10.3846,GRU,2.0,0.001,0.588925,0.001,0.260999,0.001,0.089331
104,10.485,GRU,2.0,0.001,0.585929,0.001,0.254578,0.001,0.086558
105,10.5853,GRU,2.0,0.001,0.582991,0.001,0.248174,0.001,0.083849
106,10.6856,GRU,2.0,0.001,0.580109,0.001,0.241794,0.001,0.081204
107,10.786,GRU,2.0,0.001,0.577286,0.001,0.235447,0.001,0.078624
108,10.8863,GRU,2.0,0.001,0.574518,0.001,0.22914,0.001,0.076109
109,10.9866,GRU,2.0,0.001,0.571807,0.001,0.22288,0.001,0.073658
110,11.087,GRU,2.0,0.001,0.569152,0.001,0.216672,0.001,0.07127
111,11.1873,GRU,2.0,0.001,0.566551,0.001,0.210523,0.001,0.068946
112,11.2876,GRU,2.0,0.001,0.564005,0.001,0.20444,0.001,0.066684
113,11.388,GRU,2.0,0.001,0.561513,0.001,0.198428,0.001,0.064485
114,11.4883,GRU,2.0,0.001,0.559073,0.001,0.192492,0.001,0.062347
115,11.5886,GRU,2.0,0.001,0.556685,0.001,0.186637,0.001,0.060269
116,11.689,GRU,2.0,0.001,0.554349,0.001,0.180867,0.001,0.058252
117,11.7893,GRU,2.0,0.001,0.552063,0.001,0.175188,0.001,0.056293
118,11.8896,GRU,2.0,0.001,0.549825,0.001,0.169603,0.001,0.054392
119,11.99,GRU,2.0,0.001,0.547637,0.001,0.164116,0.001,0.052548
120,12.0903,GRU,2.0,0.001,0.545495,0.001,0.158729,0.001,0.05076
121,12.1906,GRU,2.0,0.001,0.5434,0.001,0.153446,0.001,0.049027
122,12.291,GRU,2.0,0.001,0.54135,0.001,0.14827,0.001,0.047347
123,12.3913,GRU,2.0,0.001,0.539345,0.001,0.143202,0.001,0.04572
124,12.4916,GRU,2.0,0.001,0.537383,0.001,0.138244,0.001,0.044145
125,12.592,GRU,2.0,0.001,0.535463,0.001,0.133399,0.001,0.042619
126,12.6923,GRU,2.0,0.001,0.533585,0.001,0.128667,0.001,0.041143
127,12.7926,GRU,2.0,0.001,0.531747,0.001,0.12405,0.001,0.039715
128,12.893,GRU,2.0,0.001,0.529948,0.001,0.119548,0.001,0.038334
129,12.9933,GRU,2.0,0.001,0.528188,0.001,0.115161,0.001,0.036998
130,13.0936,GRU,2.0,0.001,0.520217,0.001,0.111061,0.001,0.03586
131,13.194,GRU,2.0,0.001,0.515608,0.001,0.106815,0.001,0.034289
132,13.2943,GRU,2.0,0.001,0.51438,0.001,0.102746,0.001,0.033123
133,13.3946,GRU,2.0,0.001,0.512948,0.001,0.098792,0.001,0.031975
134,13.495,GRU,2.0,0.001,0.511536,0.001,0.094959,0.001,0.030859
135,13.5953,GRU,2.0,0.001,0.51014,0.001,0.091244,0.001,0.029779
136,13.6957,GRU,2.0,0.001,0.508756,0.001,0.087645,0.001,0.028733
137,13.796,GRU,2.0,0.001,0.507383,0.001,0.084161,0.001,0.027723
138,13.8963,GRU,2.0,0.001,0.506022,0.001,0.080789,0.001,0.026747
139,13.9967,GRU,2.0,0.001,0.504675,0.001,0.077528,0.001,0.025805
140,14.097,GRU,2.0,0.001,0.50334,0.001,0.074375,0.001,0.024896
141,14.1973,GRU,2.0,0.001,0.502019,0.001,0.071328,0.001,0.024019
142,14.2977,GRU,2.0,0.001,0.500712,0.001,0.068386,0.001,0.023174
143,14.398,GRU,2.0,0.001,0.499421,0.001,0.065546,0.001,0.022358
144,14.4983,GRU,2.0,0.001,0.498144,0.001,0.062806,0.001,0.021572
145,14.5987,GRU,2.0,0.001,0.496883,0.001,0.060164,0.001,0.020814
146,14.699,GRU,2.0,0.001,0.495637,0.001,0.057618,0.001,0.020083
147,14.7993,GRU,2.0,0.001,0.494406,0.001,0.055166,0.001,0.019379
148,14.8997,GRU,2.0,0.001,0.493191,0.001,0.052804,0.001,0.0187
149,15.0,GRU,2.0,0.001,0.491991,0.001,0.050531,0.001,0.018046
150,15.1003,GRU,2.0,0.001,0.490805,0.001,0.048345,0.001,0.017416
151,15.2007,GRU,2.0,0.001,0.489634,0.001,0.046242,0.001,0.016809
152,15.301,GRU,2.0,0.001,0.488478,0.001,0.044221,0.001,0.016224
153,15.4013,GRU,2.0,0.001,0.487336,0.001,0.04228,0.001,0.01566
154,15.5017,GRU,2.0,0.001,0.486207,0.001,0.040416,0.001,0.015117
155,15.602,GRU,2.0,0.001,0.485092,0.001,0.038626,0.001,0.014594
156,15.7023,GRU,2.0,0.001,0.483988,0.001,0.036909,0.001,0.014091
157,15.8027,GRU,2.0,0.001,0.482897,0.001,0.035262,0.001,0.013605
158,15.903,GRU,2.0,0.001,0.481818,0.001,0.033683,0.001,0.013138
159,16.0033,GRU,2.0,0.001,0.48075,0.001,0.032169,0.001,0.012688
160,16.1037,GRU,2.0,0.001,0.479692,0.001,0.030719,0.001,0.012255
161,16.204,GRU,2.0,0.001,0.478644,0.001,0.02933,0.001,0.011838
162,16.3043,GRU,2.0,0.001,0.477606,0.001,0.028,0.001,0.011436
163,16.4047,GRU,2.0,0.001,0.476576,0.001,0.026727,0.001,0.011049
164,16.505,GRU,2.0,0.001,0.475555,0.001,0.025509,0.001,0.010677
165,16.6054,GRU,2.0,0.001,0.474542,0.001,0.024344,0.001,0.010318
166,16.7057,GRU,2.0,0.001,0.473535,0.001,0.02323,0.001,0.009973
167,16.806,GRU,2.0,0.001,0.472535,0.001,0.022165,0.001,0.00964
168,16.9064,GRU,2.0,0.001,0.471541,0.001,0.021148,0.001,0.00932
169,17.0067,GRU,2.0,0.001,0.470552,0.001,0.020175,0.001,0.009012
170,17.107,GRU,2.0,0.001,0.469568,0.001,0.019247,0.001,0.008715
171,17.2074,GRU,2.0,0.001,0.468589,0.001,0.01836,0.001,0.00843
172,17.3077,GRU,2.0,0.001,0.467612,0.001,0.017514,0.001,0.008155
173,17.408,GRU,2.0,0.001,0.466638,0.001,0.016706,0.001,0.00789
174,17.5084,GRU,2.0,0.001,0.465667,0.001,0.015935,0.001,0.007635
175,17.6087,GRU,2.0,0.001,0.464698,0.001,0.015199,0.001,0.007389
176,17.709,GRU,2.0,0.001,0.463729,0.001,0.014498,0.001,0.007153
177,17.8094,GRU,2.0,0.001,0.462762,0.001,0.01383,0.001,0.006925
178,17.9097,GRU,2.0,0.001,0.461794,0.001,0.013192,0.001,0.006706
179,18.01,GRU,2.0,0.001,0.460826,0.001,0.012585,0.001,0.006495
180,18.1104,GRU,2.0,0.001,0.453657,0.001,0.012022,0.001,0.00632
181,18.2107,GRU,2.0,0.001,0.450249,0.001,0.011463,0.001,0.006079
182,18.311,GRU,2.0,0.001,0.449958,0.001,0.010939,0.001,0.005897
183,18.4114,GRU,2.0,0.001,0.449364,0.001,0.010437,0.001,0.005717
184,18.5117,GRU,2.0,0.001,0.448697,0.001,0.009961,0.001,0.005544
185,18.612,GRU,2.0,0.001,0.447959,0.001,0.009507,0.001,0.005377
186,18.7124,GRU,2.0,0.001,0.447163,0.001,0.009075,0.001,0.005215
187,18.8127,GRU,2.0,0.001,0.446319,0.001,0.008664,0.001,0.00506
188,18.913,GRU,2.0,0.001,0.445433,0.001,0.008273,0.001,0.00491
189,19.0134,GRU,2.0,0.001,0.444514,0.001,0.007902,0.001,0.004766
190,19.1137,GRU,2.0,0.001,0.443566,0.001,0.007548,0.001,0.004627
191,19.214,GRU,2.0,0.001,0.442592,0.001,0.007212,0.001,0.004493
192,19.3144,GRU,2.0,0.001,0.441596,0.001,0.006893,0.001,0.004365
193,19.4147,GRU,2.0,0.001,0.44058,0.001,0.006589,0.001,0.00424
194,19.5151,GRU,2.0,0.001,0.439546,0.001,0.006301,0.001,0.004121
195,19.6154,GRU,2.0,0.001,0.438497,0.001,0.006027,0.001,0.004006
196,19.7157,GRU,2.0,0.001,0.437432,0.001,0.005766,0.001,0.003895
197,19.8161,GRU,2.0,0.001,0.436354,0.001,0.005519,0.001,0.003788
198,19.9164,GRU,2.0,0.001,0.435262,0.001,0.005284,0.001,0.003685
199,20.0167,GRU,2.0,0.001,0.434157,0.001,0.005061,0.001,0.003586
200,20.1171,GRU,2.0,0.001,0.43304,0.001,0.004849,0.001,0.00349
201,20.2174,GRU,2.0,0.001,0.431911,0.001,0.004648,0.001,0.003398
202,20.3177,GRU,2.0,0.001,0.43077,0.001,0.004457,0.001,0.00331
203,20.4181,GRU,2.0,0.001,0.429617,0.001,0.004275,0.001,0.003224
204,20.5184,GRU,2.0,0.001,0.428452,0.001,0.004103,0.001,0.003142
205,20.6187,GRU,2.0,0.001,0.427276,0.001,0.00394,0.001,0.003063
206,20.7191,GRU,2.0,0.001,0.426088,0.001,0.003785,0.001,0.002987
207,20.8194,GRU,2.0,0.001,0.424889,0.001,0.003638,0.001,0.002914
208,20.9197,GRU,2.0,0.001,0.423678,0.001,0.003499,0.001,0.002843
209,21.0201,GRU,2.0,0.001,0.422455,0.001,0.003366,0.001,0.002775
210,21.1204,GRU,2.0,0.001,0.42122,0.001,0.003241,0.001,0.002709
211,21.2207,GRU,2.0,0.001,0.419974,0.001,0.003122,0.001,0.002646
212,21.3211,GRU,2.0,0.001,0.418716,0.001,0.003009,0.001,0.002585
213,21.4214,GRU,2.0,0.001,0.417446,0.001,0.002902,0.001,0.002527
214,21.5217,GRU,2.0,0.001,0.416163,0.001,0.002801,0.001,0.00247
215,21.6221,GRU,2.0,0.001,0.41487,0.001,0.002705,0.001,0.002416
216,21.7224,GRU,2.0,0.001,0.413564,0.001,0.002614,0.001,0.002364
217,21.8227,GRU,2.0,0.001,0.412246,0.001,0.002527,0.001,0.002313
218,21.9231,GRU,2.0,0.001,0.410917,0.001,0.002445,0.001,0.002265
219,22.0234,GRU,2.0,0.001,0.409576,0.001,0.002368,0.001,0.002218
220,22.1237,GRU,2.0,0.001,0.408223,0.001,0.002295,0.001,0.002173
221,22.2241,GRU,2.0,0.001,0.406858,0.001,0.002225,0.001,0.002129
222,22.3244,GRU,2.0,0.001,0.405481,0.001,0.002159,0.001,0.002088
223,22.4247,GRU,2.0,0.001,0.404093,0.001,0.002097,0.001,0.002047
224,22.5251,GRU,2.0,0.001,0.402693,0.001,0.002037,0.001,0.002009
225,22.6254,GRU,2.0,0.001,0.401281,0.001,0.001981,0.001,0.001971
226,22.7258,GRU,2.0,0.001,0.399859,0.001,0.001928,0.001,0.001935
227,22.8261,GRU,2.0,0.001,0.398425,0.001,0.001878,0.001,0.001901
228,22.9264,GRU,2.0,0.001,0.396979,0.001,0.001831,0.001,0.001867
229,23.0268,GRU,2.0,0.001,0.395522,0.001,0.001786,0.001,0.001835
230,23.1271,GRU,2.0,0.001,0.388136,0.001,0.001744,0.001,0.001808
231,23.2274,GRU,2.0,0.001,0.384778,0.001,0.001703,0.001,0.001772
232,23.3278,GRU,2.0,0.001,0.384141,0.001,0.001665,0.001,0.001744
233,23.4281,GRU,2.0,0.001,0.383198,0.001,0.001629,0.001,0.001717
234,23.5284,GRU,2.0,0.001,0.382145,0.001,0.001595,0.001,0.00169
235,23.6288,GRU,2.0,0.001,0.380992,0.001,0.001563,0.001,0.001665
236,23.7291,GRU,2.0,0.001,0.379757,0.001,0.001532,0.001,0.00164
237,23.8294,GRU,2.0,0.001,0.378453,0.001,0.001503,0.001,0.001617
238,23.9298,GRU,2.0,0.001,0.377093,0.001,0.001476,0.001,0.001594
239,24.0301,GRU,2.0,0.001,0.375685,0.001,0.00145,0.001,0.001572
240,24.1304,GRU,2.0,0.001,0.374237,0.001,0.001425,0.001,0.001551
241,24.2308,GRU,2.0,0.001,0.372754,0.001,0.001402,0.001,0.00153
242,24.3311,GRU,2.0,0.001,0.371242,0.001,0.00138,0.001,0.001511
243,24.4314,GRU,2.0,0.001,0.369705,0.001,0.001359,0.001,0.001492
244,24.5318,GRU,2.0,0.001,0.368147,0.001,0.001339,0.001,0.001473
245,24.6321,GRU,2.0,0.001,0.36657,0.001,0.001321,0.001,0.001456
246,24.7324,GRU,2.0,0.001,0.364976,0.001,0.001303,0.001,0.001439
247,24.8328,GRU,2.0,0.001,0.363368,0.001,0.001286,0.001,0.001423
248,24.9331,GRU,2.0,0.001,0.361746,0.001,0.001271,0.001,0.001407
249,25.0334,GRU,2.0,0.001,0.360113,0.001,0.001256,0.001,0.001392
250,25.1338,GRU,2.0,0.001,0.358469,0.001,0.001242,0.001,0.001377
251,25.2341,GRU,2.0,0.001,0.356816,0.001,0.001228,0.001,0.001363
252,25.3344,GRU,2.0,0.001,0.355153,0.001,0.001216,0.001,0.00135
253,25.4348,GRU,2.0,0.001,0.353483,0.001,0.001204,0.001,0.001337
254,25.5351,GRU,2.0,0.001,0.351805,0.001,0.001193,0.001,0.001324
255,25.6355,GRU,2.0,0.001,0.35012,0.001,0.001182,0.001,0.001312
256,25.7358,GRU,2.0,0.001,0.348429,0.001,0.001172,0.001,0.0013
257,25.8361,GRU,2.0,0.001,0.346733,0.001,0.001163,0.001,0.001289
258,25.9365,GRU,2.0,0.001,0.345031,0.001,0.001154,0.001,0.001279
259,26.0368,GRU,2.0,0.001,0.343323,0.001,0.001145,0.001,0.001268
260,26.1371,GRU,2.0,0.001,0.341612,0.001,0.001137,0.001,0.001258
261,26.2375,GRU,2.0,0.001,0.339896,0.001,0.001129,0.001,0.001249
262,26.3378,GRU,2.0,0.001,0.338175,0.001,0.001122,0.001,0.001239
263,26.4381,GRU,2.0,0.001,0.336451,0.001,0.001116,0.001,0.00123
264,26.5385,GRU,2.0,0.001,0.334724,0.001,0.001109,0.001,0.001222
265,26.6388,GRU,2.0,0.001,0.332994,0.001,0.001103,0.001,0.001214
266,26.7391,GRU,2.0,0.001,0.33126,0.001,0.001097,0.001,0.001206
267,26.8395,GRU,2.0,0.001,0.329523,0.001,0.001092,0.001,0.001198
268,26.9398,GRU,2.0,0.001,0.327785,0.001,0.001087,0.001,0.001191
269,27.0401,GRU,2.0,0.001,0.326044,0.001,0.001082,0.001,0.001183
270,27.1405,GRU,2.0,0.001,0.324301,0.001,0.001077,0.001,0.001177
271,27.2408,GRU,2.0,0.001,0.322556,0.001,0.001073,0.001,0.00117
272,27.3411,GRU,2.0,0.001,0.32081,0.001,0.001069,0.001,0.001164
273,27.4415,GRU,2.0,0.001,0.319063,0.001,0.001065,0.001,0.001158
274,27.5418,GRU,2.0,0.001,0.317314,0.001,0.001062,0.001,0.001152
275,27.6421,GRU,2.0,0.001,0.315565,0.001,0.001058,0.001,0.001146
276,27.7425,GRU,2.0,0.001,0.313815,0.001,0.001055,0.001,0.001141
277,27.8428,GRU,2.0,0.001,0.312064,0.001,0.001052,0.001,0.001135
278,27.9431,GRU,2.0,0.001,0.310313,0.001,0.001049,0.001,0.00113
279,28.0435,GRU,2.0,0.001,0.308561,0.001,0.001046,0.001,0.001125
280,28.1438,GRU,2.0,0.001,0.306811,0.001,0.001044,0.001,0.001121
281,28.2441,GRU,2.0,0.001,0.30506,0.001,0.001041,0.001,0.001116
282,28.3445,GRU,2.0,0.001,0.30331,0.001,0.001039,0.001,0.001112
283,28.4448,GRU,2.0,0.001,0.30156,0.001,0.001037,0.001,0.001108
284,28.5452,GRU,2.0,0.001,0.299811,0.001,0.001035,0.001,0.001104
285,28.6455,GRU,2.0,0.001,0.298063,0.001,0.001033,0.001,0.0011
286,28.7458,GRU,2.0,0.001,0.296316,0.001,0.001031,0.001,0.001096
287,28.8462,GRU,2.0,0.001,0.29457,0.001,0.001029,0.001,0.001093
288,28.9465,GRU,2.0,0.001,0.292826,0.001,0.001028,0.001,0.001089
289,29.0468,GRU,2.0,0.001,0.291084,0.001,0.001026,0.001,0.001086
290,29.1472,GRU,2.0,0.001,0.289344,0.001,0.001025,0.001,0.001083
291,29.2475,GRU,2.0,0.001,0.287605,0.001,0.001023,0.001,0.00108
292,29.3478,GRU,2.0,0.001,0.285869,0.001,0.001022,0.001,0.001077
293,29.4482,GRU,2.0,0.001,0.284134,0.001,0.001021,0.001,0.001074
294,29.5485,GRU,2.0,0.001,0.282402,0.001,0.00102,0.001,0.001071
295,29.6488,GRU,2.0,0.001,0.280673,0.001,0.001018,0.001,0.001068
296,29.7492,GRU,2.0,0.001,0.278946,0.001,0.001017,0.001,0.001066
297,29.8495,GRU,2.0,0.001,0.277222,0.001,0.001016,0.001,0.001063
298,29.9498,GRU,2.0,0.001,0.2755,0.001,0.001016,0.001,0.001061
